D=6;
n=[4 4 2 1 3 2];
N=30;
  [0.86 0.88 0.76 0.70 0.33 0.55 0.43 0.42 0.89 0.83 0.54 0.50 0.68 0.12 1.00 0.91 0.20 0.66 0.76 0.67 0.68 0.06 0.65 0.81 0.60 0.96 0.50 0.95 0.06 0.72]
  [0.57 0.87 0.13 0.49 0.11 0.26 0.64 0.39 0.90 0.87 0.95 0.07 0.71 0.61 0.91 1.00 0.98 0.84 0.99 0.46 0.06 0.81 0.73 0.90 0.37 0.79 0.57 0.38 0.49 0.58]
  [0.71 0.66 0.62 0.07 0.96 0.94 0.34 0.97 0.63 1.00 0.16 0.07 0.15 0.22 0.20 0.98 1.00 0.36 0.72 0.96 0.60 0.24 0.97 0.20 0.84 0.96 0.80 0.98 0.36 0.19]
  [0.41 0.68 0.06 0.30 0.03 0.76 0.28 0.31 0.01 0.93 0.40 0.42 0.58 0.80 0.66 0.84 0.36 1.00 0.74 0.02 0.75 0.45 0.39 0.09 0.02 0.19 0.58 0.79 0.94 0.24]
  [0.55 0.98 0.06 0.46 0.34 0.22 0.26 0.46 0.53 0.90 0.55 0.72 0.74 0.83 0.76 0.99 0.72 0.74 1.00 0.90 0.28 0.55 0.83 0.63 0.87 0.64 0.50 0.08 0.64 0.55]
  [0.98 0.70 0.02 0.88 0.31 0.46 0.58 0.47 0.15 0.05 0.13 0.30 0.25 0.88 0.67 0.46 0.96 0.02 0.90 1.00 0.20 0.52 0.91 0.91 0.59 0.25 0.05 0.23 0.25 0.83]
  [0.42 0.80 0.94 0.97 0.11 0.86 0.58 0.21 0.83 0.99 0.72 0.64 0.96 0.86 0.68 0.06 0.60 0.75 0.28 0.20 1.00 0.70 0.88 0.98 0.14 0.75 0.77 0.69 0.39 0.47]
  [0.34 0.97 0.43 0.95 0.16 0.82 0.51 0.41 0.29 0.28 0.84 0.29 0.09 0.11 0.06 0.81 0.24 0.45 0.55 0.52 0.70 1.00 0.88 0.06 0.96 0.03 0.99 0.23 0.98 0.31]
  [0.75 0.26 0.67 0.98 0.19 0.06 0.80 0.27 0.18 0.93 0.12 0.52 0.19 0.84 0.65 0.73 0.97 0.39 0.83 0.91 0.88 0.88 1.00 0.20 0.90 0.07 0.59 0.06 0.50 0.39]
  [0.25 0.44 0.90 0.89 0.88 0.10 0.26 0.39 0.58 0.51 0.65 0.77 0.72 0.58 0.81 0.90 0.20 0.09 0.63 0.91 0.98 0.06 0.20 1.00 0.31 0.56 0.17 0.73 0.87 0.91]
  [0.76 0.99 0.94 0.30 0.45 0.28 0.47 0.30 0.75 0.59 0.52 0.75 0.89 0.22 0.60 0.37 0.84 0.02 0.87 0.59 0.14 0.96 0.90 0.31 1.00 0.88 0.25 0.59 0.87 0.94]
  [0.39 0.21 0.17 0.67 0.16 0.07 0.92 0.70 0.50 0.60 0.82 0.66 0.97 0.44 0.96 0.79 0.96 0.19 0.64 0.25 0.75 0.03 0.07 0.56 0.88 1.00 0.89 0.69 0.16 0.27]
  [0.83 0.35 0.57 0.14 0.88 0.74 0.18 0.62 0.82 0.41 0.60 0.43 0.89 0.38 0.50 0.57 0.80 0.58 0.50 0.05 0.77 0.99 0.59 0.17 0.25 0.89 1.00 0.96 0.84 0.61]
  [0.42 0.36 0.49 0.71 0.79 0.98 0.77 0.16 0.44 0.33 0.20 0.85 0.03 0.02 0.95 0.38 0.98 0.79 0.08 0.23 0.69 0.23 0.06 0.73 0.59 0.69 0.96 1.00 0.05 0.56]
  [0.71 0.06 0.85 0.31 0.49 0.39 0.38 0.44 0.90 0.09 0.60 0.49 0.84 0.80 0.06 0.49 0.36 0.94 0.64 0.25 0.39 0.98 0.50 0.87 0.87 0.16 0.84 0.05 1.00 0.82]
  [0.26 0.74 0.06 0.23 0.99 0.24 0.75 0.95 0.13 0.21 0.94 0.70 0.70 0.04 0.72 0.58 0.19 0.24 0.55 0.83 0.47 0.31 0.39 0.91 0.94 0.27 0.61 0.56 0.82 1.00]
];
