D=2;
n=[3 11];
N=30;
  [0.50 0.92 0.34 0.55 0.97 0.90 0.52 0.67 0.30 0.73 0.12 0.38 0.89 0.92 1.00 0.59 0.65 0.96 0.87 0.92 0.88 0.33 0.73 0.76 0.12 0.66 0.07 0.82 0.87 0.42]
  [0.80 0.99 0.99 0.44 0.37 0.05 0.27 0.93 0.48 0.83 0.86 0.29 0.44 0.45 0.59 1.00 0.01 0.41 0.82 0.49 0.46 0.75 0.49 0.75 0.97 0.58 0.80 0.74 0.26 0.54]
  [0.40 0.04 0.77 0.83 0.97 0.14 0.46 0.05 0.80 0.42 0.39 0.14 0.95 0.04 0.65 0.01 1.00 0.10 0.73 0.13 0.83 0.97 0.76 0.02 0.03 0.33 0.42 0.35 0.37 0.27]
  [0.82 0.27 0.56 0.20 0.18 0.19 0.91 0.56 0.31 0.48 0.22 0.21 0.89 0.19 0.96 0.41 0.10 1.00 0.75 0.71 0.03 0.14 0.86 0.60 0.72 0.71 0.62 0.87 0.20 0.75]
  [0.20 0.26 0.72 0.78 0.49 0.87 0.19 0.87 0.72 0.04 0.34 0.54 0.53 0.81 0.87 0.82 0.73 0.75 1.00 0.53 0.96 0.98 0.76 0.56 0.22 0.16 0.53 0.02 0.72 0.07]
  [0.90 0.25 0.78 0.17 0.45 0.09 0.69 0.08 0.54 0.23 0.49 0.04 0.19 0.54 0.92 0.49 0.13 0.71 0.53 1.00 0.81 0.93 0.52 0.19 0.56 0.52 0.36 0.15 0.89 0.42]
  [0.37 0.03 0.71 0.60 0.22 0.62 0.41 0.87 0.29 0.80 0.82 0.53 0.13 0.83 0.88 0.46 0.83 0.03 0.96 0.81 1.00 0.12 0.96 0.49 0.05 0.92 0.86 0.98 0.92 0.74]
  [0.68 0.02 0.45 0.14 0.90 0.66 0.42 0.60 0.46 0.69 0.52 0.41 0.60 0.72 0.33 0.75 0.97 0.14 0.98 0.93 0.12 1.00 0.25 0.57 0.83 0.87 0.94 0.09 0.10 0.90]
  [0.72 0.26 0.67 0.75 0.36 0.13 0.18 0.88 0.26 0.55 0.76 0.66 0.17 0.95 0.73 0.49 0.76 0.86 0.76 0.52 0.96 0.25 1.00 0.25 0.13 0.65 0.51 0.58 0.48 0.43]
  [0.13 0.26 0.05 0.28 0.07 0.35 0.73 0.03 0.09 0.85 0.72 0.99 0.22 0.40 0.76 0.75 0.02 0.60 0.56 0.19 0.49 0.57 0.25 1.00 0.58 0.82 0.85 0.49 0.40 0.91]
  [0.66 0.92 0.32 0.16 0.14 0.52 0.09 0.43 0.48 0.05 0.36 0.03 0.25 0.65 0.12 0.97 0.03 0.72 0.22 0.56 0.05 0.83 0.13 0.58 1.00 0.66 0.36 0.97 0.62 0.48]
  [0.58 0.99 0.66 0.96 0.29 0.02 0.18 0.31 0.70 0.22 0.62 0.44 0.11 0.58 0.66 0.58 0.33 0.71 0.16 0.52 0.92 0.87 0.65 0.82 0.66 1.00 0.80 0.66 0.58 1.00]
  [0.11 0.74 0.58 0.04 0.19 0.75 0.87 0.75 0.92 0.66 0.05 0.57 0.49 0.95 0.07 0.80 0.42 0.62 0.53 0.36 0.86 0.94 0.51 0.85 0.36 0.80 1.00 0.66 0.08 0.58]
  [0.77 0.44 0.28 0.31 0.12 0.11 0.47 0.36 0.28 0.00 0.14 0.27 0.96 0.60 0.82 0.74 0.35 0.87 0.02 0.15 0.98 0.09 0.58 0.49 0.97 0.66 0.66 1.00 0.73 0.95]
  [0.60 0.72 0.23 0.84 0.24 0.18 0.20 0.42 0.27 0.85 0.25 0.77 0.78 0.03 0.87 0.26 0.37 0.20 0.72 0.89 0.92 0.10 0.48 0.40 0.62 0.58 0.08 0.73 1.00 0.20]
  [0.69 0.80 0.04 0.77 0.33 0.83 0.16 0.64 0.29 0.40 0.34 0.25 0.84 0.54 0.42 0.54 0.27 0.75 0.07 0.42 0.74 0.90 0.43 0.91 0.48 1.00 0.58 0.95 0.20 1.00]
];
