D=6;
n=[3 4 4 1 1 1];
N=30;
  [0.41 0.31 0.57 0.71 0.11 0.29 0.44 0.37 0.31 0.05 0.45 0.24 0.22 0.54 1.00 0.11 0.49 0.64 0.37 0.95 0.51 1.00 0.77 0.47 0.28 0.44 0.93 0.54 0.17 0.26]
  [0.79 0.96 0.78 0.90 0.96 0.31 0.89 0.58 0.77 0.83 0.75 0.24 0.88 0.61 0.61 0.87 0.92 0.44 0.36 0.94 0.05 0.77 1.00 0.80 0.53 0.46 0.00 0.38 0.15 0.38]
  [0.75 0.77 0.67 0.18 0.23 0.66 0.01 0.00 0.07 0.68 0.96 0.64 0.77 0.69 0.03 0.85 0.36 0.12 0.21 0.08 0.36 0.47 0.80 1.00 0.84 0.61 0.17 0.70 0.77 0.39]
  [0.08 0.48 0.57 0.00 0.40 0.39 0.13 0.86 0.27 0.09 0.02 0.03 0.44 0.37 0.62 0.92 0.18 0.36 0.70 0.99 0.73 0.28 0.53 0.84 1.00 0.06 0.44 0.27 0.14 0.53]
  [0.00 0.54 0.36 0.88 0.49 0.59 0.66 0.32 0.35 0.34 0.11 0.75 0.61 0.98 0.21 0.71 0.13 0.82 0.51 0.04 0.99 0.44 0.46 0.61 0.06 1.00 0.01 0.04 0.13 0.69]
  [0.94 0.60 0.75 0.09 0.76 0.96 0.03 0.08 0.86 0.05 0.75 0.54 0.91 0.96 0.73 0.25 0.29 0.16 0.61 0.66 0.65 0.93 0.00 0.17 0.44 0.01 1.00 0.13 0.67 0.51]
  [0.98 0.77 0.50 0.56 0.57 0.73 0.23 0.43 0.57 0.99 0.73 0.17 0.54 0.72 0.05 0.09 0.21 0.45 0.71 0.13 1.00 0.54 0.38 0.70 0.27 0.04 0.13 1.00 0.13 0.44]
  [0.49 0.95 0.88 0.64 0.18 0.98 0.38 0.54 0.64 0.50 0.77 0.05 0.46 0.16 0.74 0.64 0.71 0.55 0.25 0.92 0.78 0.17 0.15 0.77 0.14 0.13 0.67 0.13 1.00 0.77]
  [0.33 0.66 0.70 0.86 0.93 0.03 0.05 0.03 1.00 0.53 0.12 0.51 0.63 0.52 0.65 0.35 0.97 0.14 0.19 0.74 0.51 0.26 0.38 0.39 0.53 0.69 0.51 0.44 0.77 1.00]
];
