D=4;
n=[2 4 1 5];
N=30;
  [0.97 0.22 0.94 0.28 0.87 0.73 0.48 0.77 0.41 1.00 0.88 0.26 0.09 0.36 0.17 0.17 1.00 0.65 0.94 0.47 0.21 0.93 0.36 0.43 0.85 0.09 0.33 0.90 0.89 0.03]
  [0.20 0.23 0.89 0.07 0.08 0.67 0.88 0.88 0.72 0.91 0.35 0.38 0.99 0.78 0.02 0.83 0.65 1.00 0.86 0.91 0.14 0.36 0.37 0.32 0.71 0.40 0.59 0.79 0.36 0.91]
  [0.34 0.24 0.70 0.74 0.29 0.64 0.75 0.96 0.73 0.79 0.71 0.91 0.06 0.35 0.64 0.29 0.94 0.86 1.00 0.13 0.06 0.88 0.28 0.25 0.41 0.71 0.07 0.52 0.48 0.85]
  [0.64 0.83 0.69 0.20 0.96 0.42 1.00 0.33 0.12 0.25 1.00 0.33 0.93 0.53 0.28 0.67 0.47 0.91 0.13 1.00 0.72 0.14 0.89 0.28 0.25 0.08 0.53 0.74 0.31 0.94]
  [0.98 0.21 0.19 0.05 0.19 0.13 0.37 0.18 0.89 0.09 0.25 0.98 0.77 0.06 0.26 0.49 0.21 0.14 0.06 0.72 1.00 0.31 0.64 0.51 0.44 0.66 0.16 0.85 0.73 0.09]
  [0.17 0.06 0.56 0.96 0.48 0.89 0.42 0.63 0.72 0.43 0.17 0.07 0.05 0.67 0.82 0.88 0.93 0.36 0.88 0.14 0.31 1.00 0.89 0.77 0.73 0.56 0.89 0.69 0.23 0.14]
  [0.73 0.05 0.47 0.94 0.22 0.75 0.53 0.53 0.56 0.71 0.06 0.51 0.25 0.95 0.05 0.75 0.36 0.37 0.28 0.89 0.64 0.89 1.00 0.88 0.99 0.34 0.44 0.51 0.85 0.43]
  [0.53 0.30 0.31 0.12 0.41 0.90 0.43 0.10 0.90 0.64 0.55 0.99 0.72 0.71 0.56 0.94 0.43 0.32 0.25 0.28 0.51 0.77 0.88 1.00 0.66 0.44 0.61 0.92 0.88 0.99]
  [0.56 0.02 0.72 0.14 0.52 0.20 0.35 0.59 0.20 0.60 0.24 0.69 0.13 0.70 0.17 0.58 0.85 0.71 0.41 0.25 0.44 0.73 0.99 0.66 1.00 0.57 0.10 0.36 0.50 0.08]
  [0.98 0.49 0.48 0.88 0.26 0.06 0.21 0.57 0.10 0.92 0.33 0.97 0.60 0.09 0.47 0.32 0.09 0.40 0.71 0.08 0.66 0.56 0.34 0.44 0.57 1.00 0.28 0.03 0.05 0.07]
  [0.22 0.74 0.08 0.45 0.21 0.38 0.36 0.26 0.64 0.07 0.80 0.93 0.61 0.24 0.76 0.81 0.33 0.59 0.07 0.53 0.16 0.89 0.44 0.61 0.10 0.28 1.00 0.75 0.69 0.55]
  [0.57 0.94 0.90 0.57 0.05 0.09 0.65 0.15 0.17 0.53 0.60 0.83 0.00 0.15 0.23 0.82 0.90 0.79 0.52 0.74 0.85 0.69 0.51 0.92 0.36 0.03 0.75 1.00 0.45 0.41]
  [1.00 0.97 0.33 0.60 0.35 0.41 0.81 0.04 0.54 0.46 0.12 0.36 0.52 0.12 0.08 0.81 0.89 0.36 0.48 0.31 0.73 0.23 0.85 0.88 0.50 0.05 0.69 0.45 1.00 0.58]
  [0.66 0.02 0.24 0.59 0.87 0.63 0.93 0.31 0.74 0.98 0.20 0.11 0.77 0.08 0.22 0.05 0.03 0.91 0.85 0.94 0.09 0.14 0.43 0.99 0.08 0.07 0.55 0.41 0.58 1.00]
];
